Age,Career_Level,Employment_Status,Income,Financial_Status,Location,Housing,Food,Transportation,Dependents,Education_Cost,Total_Invested_Amount,Emergency_Fund,Tax,Monthly_Savings,Expected_ROI,Healthcare_Cost,Debt,Cost_of_Living,Inflation_Rate,Retirement_Age,Life_Expectancy,Savings_Rate,Desired_Expenses
23,Late-Career,Employed,19783,High Income,Suburban,7913.2,1963.98,1186.98,0,0.0,2853.54,36916.72,2261.72,6457.12,0.09734181680954172,791.32,3863.19,11855.48,2.74,65,82,4500.39,14550.51
29,Mid-Career,Employed,5142,Middle Income,Urban,2571.0,426.77,411.36,2,3771.421681062905,1041.58,20358.29,752.41,980.46,0.10009593971845866,205.68000000000004,1221.14,3614.81,2.52,65,89,1054.26,3245.87
40,Entry-Level,Employed,2168,Low Income,Urban,1084.0,372.05,173.44,2,1380.2198018211839,791.53,6259.17,134.04,404.47,0.04250447551491264,173.44000000000003,374.15,1802.93,2.69,65,87,676.39,767.86
44,Late-Career,Employed,5818,Middle Income,Suburban,2327.2,674.49,349.08,2,5838.071222734528,1676.76,19858.77,555.88,1911.35,0.08555753042083944,465.44,1023.78,3816.2099999999996,2.14,65,82,771.03,2879.89
31,Late-Career,Employed,17539,High Income,Rural,5261.7,3479.59,701.56,5,3586.704072645967,1515.0,33499.4,1783.49,6312.66,0.08341747638801035,1403.1200000000001,3519.11,10845.970000000001,2.2,65,82,4701.85,10459.86
27,Late-Career,Employed,9483,Middle Income,Suburban,3793.2,1893.65,568.98,0,0.0,21.53,25544.33,982.49,2244.68,0.07683553108864173,379.32,2294.51,6635.15,2.43,65,79,1133.74,7544.21
52,Mid-Career,Employed,2000,Low Income,Rural,600.0,437.39,80.0,0,0.0,830.47,5875.92,253.45,629.16,0.05334946728383643,160.0,18.96,1277.3899999999999,1.94,65,88,565.19,1355.42
55,Mid-Career,Employed,8665,Middle Income,Suburban,3466.0,930.45,519.9,0,0.0,2179.57,24450.66,1090.06,2658.59,0.04041326831877003,693.2,677.07,5609.549999999999,2.48,65,89,1885.77,3938.71
46,Mid-Career,Employed,14978,High Income,Suburban,5991.2,2602.7,898.68,0,0.0,4708.21,45026.79,1915.38,3570.04,0.07250221092497894,1198.24,2673.38,10690.82,2.31,65,87,4163.41,9238.2
36,Late-Career,Employed,14969,High Income,Urban,7484.5,2718.71,1197.52,1,4620.054477012232,2880.56,52325.9,1974.73,1593.54,0.09562799433201716,1197.5200000000002,2038.93,12598.25,2.26,65,86,3661.51,2050.66
25,Late-Career,Employed,19192,High Income,Suburban,7676.8,2423.78,1151.52,0,0.0,1558.86,62227.73,1938.35,6001.55,0.10061505188103007,767.6800000000001,5278.17,12019.78,2.66,65,80,1751.64,13298.74
25,Entry-Level,Employed,3581,Low Income,Suburban,1432.4,398.96,214.86,1,3108.103325692002,240.63,7580.93,342.47,1192.31,0.10000955834395206,143.24,374.67,2189.46,1.59,65,89,655.68,1584.9
41,Entry-Level,Employed,3401,Low Income,Suburban,1360.4,783.85,204.06,2,3251.0971733022966,1376.29,10162.11,435.08,617.61,0.07740120433814968,272.08000000000004,116.07,2620.39,2.39,65,84,467.09,1357.38
40,Entry-Level,Employed,4419,Middle Income,Urban,2209.5,713.12,353.52,4,1087.882896633211,1667.54,11356.27,474.58,668.28,0.09419416057351038,353.52,842.53,3629.66,3.66,65,82,1213.85,2255.04
51,Late-Career,Employed,13548,High Income,Suburban,5419.2,2463.0,812.88,1,7635.273577347757,3392.82,41630.52,1200.22,3652.7,0.04915172150718623,1083.84,596.46,9778.92,1.96,65,87,3251.92,5021.68
42,Late-Career,Employed,16336,High Income,Urban,8168.0,1778.93,1306.88,3,185.413113015195,4693.88,42220.17,2277.68,2804.51,0.06879339444546047,1306.88,2010.58,12560.690000000002,3.14,65,87,3390.88,8625.38
22,Entry-Level,Unemployed,3821,Low Income,Suburban,1528.4,340.21,229.26,1,403.7921926256845,661.36,8394.68,565.13,1158.0,0.053998237332438095,191.05,1282.74,2288.92,2.53,65,82,685.4,2734.08
47,Mid-Career,Employed,5495,Middle Income,Urban,2747.5,667.79,439.6,2,5628.453151407159,868.52,17014.53,830.53,809.58,0.04228130149069778,439.6,910.31,4294.49,2.2,65,81,1215.36,1436.16
23,Entry-Level,Employed,4492,Middle Income,Rural,1347.6,645.94,179.68,1,4426.532501593085,158.28,6694.2,555.84,1762.94,0.10973097922731402,179.68,618.22,2352.8999999999996,1.84,65,87,683.2,2455.71
30,Late-Career,Employed,14125,High Income,Urban,7062.5,1367.14,1130.0,3,948.0703650384444,573.79,31315.6,1871.83,2693.53,0.06639403595676463,1130.0,3040.61,10689.64,2.57,65,83,3023.69,7541.32
38,Late-Career,Employed,11221,High Income,Urban,5610.5,1677.63,897.68,2,4214.578030203385,3731.27,41402.09,1653.95,1381.24,0.05265955162736746,897.68,1876.4,9083.49,3.23,65,84,2175.04,7129.6
58,Late-Career,Employed,17682,High Income,Urban,8841.0,1159.49,1414.56,2,5935.7008899946195,5567.26,48935.29,1895.01,4371.94,0.0432638100784556,1414.5600000000002,1296.86,12829.609999999999,2.31,65,84,2814.29,9364.59
65,Mid-Career,Unemployed,4804,Middle Income,Suburban,1921.6,451.56,288.24,1,2939.4738848060283,1296.25,14888.86,683.19,1459.41,0.05361037360932807,720.6,211.19,3381.9999999999995,2.46,65,88,1127.85,3366.91
42,Mid-Career,Employed,7584,Middle Income,Urban,3792.0,1392.01,606.72,0,0.0,2982.84,29440.16,951.85,841.42,0.047122559777832945,606.72,829.9,6397.450000000001,3.01,65,89,2231.9,5784.95
32,Entry-Level,Unemployed,3490,Low Income,Urban,1745.0,628.86,279.2,1,-448.1236217360711,381.71,8023.66,482.58,354.36,0.09200358087157759,349.0,523.85,3002.06,2.67,65,85,448.75,2488.21
41,Entry-Level,Employed,4585,Middle Income,Suburban,1834.0,597.91,275.1,2,4387.646907718205,1697.94,13129.37,567.26,1310.73,0.06780385221210805,366.8,267.72,3073.81,1.71,65,82,1133.57,2056.41
45,Late-Career,Employed,17373,High Income,Urban,8686.5,1721.87,1389.84,3,5333.056672442006,2130.32,38711.99,2535.16,3039.63,0.0824819178940325,1389.8400000000001,1818.73,13188.05,2.55,65,84,2773.28,14753.37
31,Late-Career,Employed,14874,High Income,Rural,4462.2,1467.02,594.96,2,4782.687803210493,1208.43,34857.39,1851.37,6498.45,0.09313646968241857,1189.92,1592.3,7714.099999999999,3.26,65,89,3409.13,5736.11
56,Late-Career,Employed,19088,High Income,Rural,5726.4,2506.95,763.52,1,2591.2885467087035,6268.09,53752.01,1724.04,8367.09,0.03988410215681179,1527.04,607.23,10523.91,2.48,65,81,3228.58,12712.97
37,Late-Career,Employed,20000,High Income,Suburban,8000.0,3644.52,1200.0,1,2419.117035977701,3150.47,59002.54,2980.77,4174.71,0.10211712688726654,1600.0,3640.16,14444.52,1.13,65,86,3700.29,14634.48
40,Mid-Career,Employed,9173,Middle Income,Urban,4586.5,1801.69,733.84,0,0.0,2557.02,35954.42,926.93,1124.04,0.07528316599863788,733.84,320.54,7855.870000000001,2.69,65,82,1742.5,7991.13
42,Mid-Career,Employed,7531,Middle Income,Suburban,3012.4,942.68,451.86,2,4631.508973304139,2031.79,16358.31,1092.46,2031.6,0.07580698017384577,602.48,466.06,5009.42,2.4,65,80,2018.81,5349.79
40,Late-Career,Employed,8440,Middle Income,Urban,4220.0,779.23,675.2,2,4204.946872564727,3871.77,24472.64,997.57,1768.0,0.0633919535278987,675.2,341.92,6349.629999999999,1.59,65,82,1649.16,3760.28
45,Late-Career,Employed,9674,Middle Income,Urban,4837.0,1580.66,773.92,1,5080.115781586779,3289.16,40044.77,1388.41,1094.01,0.049506624388692716,773.9200000000001,908.93,7965.5,1.66,65,86,1770.74,6742.52
27,Entry-Level,Employed,3194,Low Income,Urban,1597.0,347.58,255.52,0,0.0,501.81,7705.34,455.77,538.13,0.11816631947756748,127.75999999999999,371.49,2327.8599999999997,2.99,65,88,625.56,1722.13
28,Mid-Career,Employed,5671,Middle Income,Rural,1701.3,703.7,226.84,1,2544.458041752731,895.24,9992.06,729.31,2309.85,0.08695795095627426,226.84000000000003,1064.57,2858.6800000000003,2.13,65,85,1671.83,4110.53
22,Entry-Level,Employed,3313,Low Income,Urban,1656.5,716.48,265.04,1,1119.9681357524917,302.89,11439.25,431.26,243.72,0.05514407238090534,132.52,1314.53,2770.54,2.05,65,78,755.38,1949.42
40,Late-Career,Employed,15283,High Income,Suburban,6113.2,2924.49,916.98,1,2227.774447827717,3885.43,51134.62,1963.14,3365.19,0.024578863953256355,1222.64,1361.29,11177.309999999998,2.48,65,82,2590.13,11826.0
44,Mid-Career,Employed,9089,Middle Income,Suburban,3635.6,1435.14,545.34,2,5030.44178362861,3700.56,23181.22,724.61,2748.31,0.045926872453698336,727.12,1361.48,6343.2,2.18,65,83,2498.64,5124.15
40,Entry-Level,Employed,3429,Low Income,Urban,1714.5,296.28,274.32,2,3215.967841450458,648.17,13215.18,419.6,724.3,0.07284090183787122,274.32,391.41,2559.42,2.55,65,87,716.76,2401.78
55,Mid-Career,Employed,8959,Middle Income,Urban,4479.5,1438.55,716.72,3,8213.718326299539,2977.3,21784.41,875.1,1449.13,0.03674486587005064,716.72,361.79,7351.490000000001,2.4,65,88,1405.27,4182.47
34,Mid-Career,Employed,7693,Middle Income,Rural,2307.9,1562.7,307.72,2,3386.812734379434,306.21,17182.98,949.5,2565.18,0.09737339360639682,615.44,1686.48,4793.76,1.9,65,79,1690.04,5669.64
43,Entry-Level,Employed,2000,Low Income,Suburban,800.0,262.44,120.0,2,3119.3837611594727,640.79,6062.21,194.28,623.28,0.06340801988124022,160.0,274.47,1342.44,2.24,65,83,384.98,475.04
22,Entry-Level,Employed,2560,Low Income,Suburban,1024.0,556.94,153.6,0,0.0,336.56,6379.57,246.53,578.93,0.0874820390403282,102.4,451.72,1836.94,2.72,65,86,79.08,1703.51
30,Mid-Career,Employed,7067,Middle Income,Urban,3533.5,1516.84,565.36,0,0.0,601.02,27905.76,1074.88,376.42,0.09749767795760317,565.36,1932.19,6181.0599999999995,2.52,65,81,1530.27,4344.81
43,Mid-Career,Employed,3870,Low Income,Urban,1935.0,902.43,309.6,4,2884.3267752448123,555.36,10991.48,547.18,175.79,0.0463729678712958,309.6,209.52,3456.6299999999997,2.46,65,80,565.92,2253.61
45,Mid-Career,Employed,9299,Middle Income,Urban,4649.5,1536.77,743.92,5,5255.576054223291,2230.94,21954.43,1115.11,1253.7,0.04681880618970918,743.9200000000001,1542.11,7674.110000000001,3.47,65,86,1268.08,2181.54
31,Mid-Career,Employed,12092,High Income,Urban,6046.0,2168.94,967.36,1,3227.9413362555447,-69.34,30880.51,1495.72,1413.98,0.11599975091843043,967.3600000000001,2318.45,10149.660000000002,2.87,65,79,1243.61,5871.94
34,Late-Career,Employed,20000,High Income,Urban,10000.0,4414.19,1600.0,1,1413.0805402330573,1576.1,92721.43,2300.83,1684.98,0.08950089758946134,1600.0,2824.13,17614.19,2.93,65,89,4128.19,14807.62
22,Mid-Career,Employed,6859,Middle Income,Rural,2057.7,1182.28,274.36,0,0.0,707.59,16360.14,901.26,2443.4,0.04984082584622345,274.36,2068.25,3788.7,2.42,65,86,1321.2,2973.11
30,Mid-Career,Employed,11972,High Income,Urban,5986.0,1495.76,957.76,3,2099.596216668313,1032.08,45480.89,1274.77,2257.71,0.08581923166829286,957.7600000000001,2214.93,9397.28,2.61,65,88,2962.52,4066.41
45,Late-Career,Employed,15743,High Income,Urban,7871.5,2008.38,1259.44,2,3147.726868821761,3792.77,44534.59,2202.05,2401.63,0.05411753639247661,1259.44,1283.7,12398.760000000002,2.28,65,87,2520.86,6274.02
41,Mid-Career,Unemployed,6488,Middle Income,Suburban,2595.2,1050.59,389.28,4,5387.173070952524,2754.18,19279.47,745.72,1707.21,0.0382432490457276,648.8,1027.65,4683.87,2.89,65,88,1141.47,4790.12
41,Entry-Level,Unemployed,2886,Low Income,Suburban,1154.4,246.67,173.16,3,319.0227172671266,850.93,7060.2,322.09,989.68,0.06158405857379287,288.6,310.21,1862.8300000000004,2.44,65,88,862.85,1814.25
35,Entry-Level,Employed,3197,Low Income,Urban,1598.5,456.65,255.76,2,2360.3474442224874,1079.1,13489.28,385.03,501.06,0.040977839065150706,255.76,758.16,2566.67,2.61,65,79,323.71,2471.98
35,Mid-Career,Employed,6335,Middle Income,Suburban,2534.0,1297.58,380.1,2,3288.6200388701577,1827.53,22080.68,685.3,1438.02,0.06209084491098432,506.8,998.26,4718.4800000000005,2.58,65,88,1652.14,4208.45
27,Mid-Career,Unemployed,8011,Middle Income,Urban,4005.5,323.94,640.88,0,0.0,1276.84,25804.05,1013.98,2026.7,0.06663441096164326,400.55,2144.32,5370.87,2.49,65,87,1289.86,3442.26
43,Mid-Career,Employed,7981,Middle Income,Urban,3990.5,1809.49,638.48,2,1332.8034340671873,3139.57,20210.74,871.95,670.58,0.09344083546084642,638.48,581.5,7076.949999999999,3.97,65,80,2839.14,6654.25
40,Entry-Level,Employed,3503,Low Income,Urban,1751.5,722.03,280.24,0,0.0,1227.18,12802.3,453.18,296.05,0.06994435960906387,280.24,664.06,3034.0099999999993,2.17,65,84,827.09,1640.76
40,Entry-Level,Employed,3936,Low Income,Rural,1180.8,499.92,157.44,4,1408.0592522990034,2088.3,8089.7,568.04,1529.8,0.023207242548753934,314.88000000000005,35.08,2153.04,2.16,65,79,663.61,1715.34
28,Entry-Level,Employed,4690,Middle Income,Urban,2345.0,830.93,375.2,1,3383.7790900432947,617.93,20538.06,495.33,643.54,0.06574041787921955,187.60000000000002,835.38,3738.7299999999996,2.85,65,78,611.16,2802.68
22,Entry-Level,Employed,4449,Middle Income,Urban,2224.5,668.05,355.92,1,2678.880780996405,533.92,12253.31,522.26,678.27,0.11044285875362035,177.96,1029.05,3426.4300000000003,2.2,65,86,980.84,2767.65
48,Mid-Career,Employed,3045,Low Income,Urban,1522.5,644.02,243.6,3,1889.4277947979274,514.13,9181.35,393.5,241.38,0.04140304103214698,243.60000000000002,353.68,2653.72,2.35,65,83,318.23,2085.96
29,Entry-Level,Unemployed,2000,Low Income,Rural,600.0,398.27,80.0,0,0.0,113.31,4565.44,222.57,699.16,0.09710038271145578,100.0,401.03,1178.27,1.96,65,86,468.85,1017.78
24,Mid-Career,Unemployed,10302,High Income,Urban,5151.0,824.12,824.16,1,6446.1494352925,1014.91,25362.06,1331.91,2170.81,0.14838340698091118,515.1,3422.75,7314.38,2.75,65,89,1342.49,7941.23
43,Late-Career,Employed,8165,Middle Income,Urban,4082.5,1464.5,653.2,2,6278.513033483505,757.6,21003.5,1070.5,894.3,0.07440448033810815,653.2,152.25,6853.4,2.75,65,80,1237.06,3769.26
30,Entry-Level,Unemployed,3275,Low Income,Urban,1637.5,457.58,262.0,2,-845.5435441246727,453.15,13134.23,463.95,453.97,0.1017988857308712,327.5,835.3,2684.58,2.34,65,80,196.07,1293.46
47,Mid-Career,Employed,3989,Low Income,Urban,1994.5,614.87,319.12,1,4154.144367670279,972.04,13690.19,430.33,630.18,0.047853539090581695,319.12,654.69,3247.6099999999997,2.86,65,87,823.76,1059.33
42,Mid-Career,Employed,2094,Low Income,Suburban,837.6,237.86,125.64,1,2643.953419872323,481.21,6707.05,211.8,681.1,0.0685535354201986,167.52,189.08,1368.6200000000001,1.57,65,89,448.05,1098.02
43,Entry-Level,Employed,4041,Middle Income,Suburban,1616.4,959.36,242.46,3,3310.3106857307125,1367.96,15481.62,460.06,762.72,0.04591279351558236,323.28000000000003,703.19,3141.5000000000005,2.15,65,80,813.93,2765.85
22,Mid-Career,Employed,9777,Middle Income,Urban,4888.5,1974.98,782.16,0,0.0,1312.87,29406.1,984.01,1147.35,0.1151616703519641,391.08000000000004,1753.89,8036.719999999999,2.42,65,79,1113.45,6515.5
49,Late-Career,Employed,12117,High Income,Urban,6058.5,1369.36,969.36,3,3235.1772597744043,3473.61,38990.08,1590.84,2128.94,0.04158833548327045,969.3600000000001,933.61,9366.58,1.91,65,88,3292.58,7335.2
38,Late-Career,Employed,2044,Low Income,Urban,1022.0,170.2,163.52,2,3302.8147921440373,655.2,4405.62,197.79,490.49,0.09032576901112029,163.52,460.12,1519.24,1.63,65,83,392.24,995.26
30,Entry-Level,Employed,2953,Low Income,Urban,1476.5,386.01,236.24,1,1842.0964853021537,255.68,12058.9,492.15,362.1,0.07531397185006067,236.24,377.77,2334.99,2.35,65,80,513.56,2198.52
36,Late-Career,Employed,16959,High Income,Urban,8479.5,2912.29,1356.72,2,1207.2649043496383,5090.76,53706.77,2474.63,1735.86,0.08464567659021663,1356.7200000000003,3339.65,14105.23,2.85,65,82,4072.9,9660.44
22,Mid-Career,Employed,3063,Low Income,Suburban,1225.2,496.24,183.78,2,2102.6086347610317,380.52,7965.78,368.33,789.45,0.14402127964983036,122.52000000000001,534.15,2027.74,3.14,65,88,545.17,1887.95
39,Entry-Level,Employed,3683,Low Income,Rural,1104.9,783.21,147.32,2,3468.518528913531,1513.14,7955.0,505.85,1141.72,0.05021066009316018,294.64000000000004,470.83,2330.07,2.23,65,82,817.85,1404.87
22,Mid-Career,Employed,7454,Middle Income,Rural,2236.2,1412.5,298.16,0,0.0,887.33,17295.11,650.47,2856.67,0.10060041415004832,298.16,2614.37,4245.0199999999995,2.87,65,87,1199.99,2072.31
22,Late-Career,Employed,17896,High Income,Rural,5368.8,3551.97,715.84,1,4706.697954680293,2991.07,36188.15,3050.69,5208.7,0.12260932844900391,715.84,6777.83,10352.45,2.82,65,80,4309.5,12287.56
22,Mid-Career,Unemployed,7858,Middle Income,Suburban,3143.2,1307.12,471.48,0,0.0,889.98,20300.24,850.2,2086.0,0.12350981422680124,392.9,2389.04,5314.699999999999,3.11,65,80,1882.18,7347.24
48,Entry-Level,Unemployed,2526,Low Income,Suburban,1010.4,203.43,151.56,0,0.0,641.8,7372.89,297.03,863.58,0.06626286046267064,252.6,64.12,1617.9899999999998,2.32,65,78,447.96,1575.89
27,Mid-Career,Employed,11089,High Income,Urban,5544.5,1554.84,887.12,0,0.0,1598.82,43947.62,919.07,2183.47,0.1375647711089833,443.56000000000006,2429.87,8430.02,1.6,65,83,2302.22,7623.42
53,Entry-Level,Employed,3341,Low Income,Suburban,1336.4,678.24,200.46,0,0.0,489.75,8666.68,433.41,692.49,0.058878589879586385,267.28000000000003,29.31,2482.38,2.54,65,80,664.06,2286.07
28,Entry-Level,Employed,3472,Low Income,Urban,1736.0,511.86,277.76,1,2882.3342917369555,159.47,11130.52,339.82,606.56,0.08899846994271901,138.88,370.99,2664.5,1.99,65,78,672.68,1973.68
22,Entry-Level,Employed,2566,Low Income,Urban,1283.0,449.45,205.28,0,0.0,299.69,10892.87,313.14,315.13,0.08959408036226169,102.64000000000001,492.62,2040.3700000000001,2.14,65,87,360.78,832.42
22,Entry-Level,Unemployed,3056,Low Income,Suburban,1222.4,409.7,183.36,0,0.0,384.51,5733.26,333.45,907.09,0.1257511969591638,152.8,1034.93,1968.26,2.35,65,86,451.17,2040.22
49,Entry-Level,Employed,2615,Low Income,Urban,1307.5,257.6,209.2,4,700.5850542051885,613.7,10055.73,257.43,583.27,0.07591374040244774,209.20000000000002,80.75,1983.5,2.33,65,88,472.63,2057.5
33,Entry-Level,Employed,3327,Low Income,Urban,1663.5,478.53,266.16,1,2612.7809779289837,269.02,8808.08,345.72,573.09,0.10873850997070769,266.16,356.64,2674.3499999999995,2.57,65,78,676.85,2126.91
28,Mid-Career,Employed,12635,High Income,Rural,3790.5,2090.49,505.4,0,0.0,880.61,32159.42,1573.26,4675.35,0.12385702747771546,505.40000000000003,2048.54,6891.789999999999,2.85,65,82,1968.8,6654.81
36,Entry-Level,Employed,2128,Low Income,Urban,1064.0,249.43,170.24,2,4283.894258887402,541.5,7043.95,200.82,443.51,0.050867424285561895,170.24,471.16,1653.91,2.32,65,82,427.14,1328.9
41,Entry-Level,Employed,2000,Low Income,Urban,1000.0,276.43,160.0,1,2459.464791272222,529.23,6692.07,210.05,353.52,0.032898278684499876,160.0,73.34,1596.43,2.7,65,79,171.06,1104.43
48,Late-Career,Employed,20000,High Income,Rural,6000.0,2060.54,800.0,1,3435.436402174333,10331.04,49424.81,2665.31,8474.15,0.061380070014741224,1600.0,2090.34,10460.54,2.51,65,78,4002.9,15186.66
52,Mid-Career,Employed,6872,Middle Income,Suburban,2748.8,1415.37,412.32,1,1350.699319418625,2786.34,15124.0,1182.32,1113.19,0.04125408679475844,549.7600000000001,282.79,5126.25,2.97,65,83,1400.9,4092.8
30,Mid-Career,Employed,5492,Middle Income,Suburban,2196.8,742.94,329.52,2,4406.984296450049,399.28,13211.35,711.5,1511.24,0.05414236053209,439.36000000000007,736.27,3708.6200000000003,2.41,65,84,1323.22,3692.36
22,Entry-Level,Employed,4539,Middle Income,Urban,2269.5,1010.55,363.12,0,0.0,147.6,16812.35,461.41,434.42,0.14671559897130274,181.56,1000.96,3824.73,2.46,65,88,1230.68,3331.96
30,Entry-Level,Employed,2894,Low Income,Urban,1447.0,655.31,231.52,1,2448.097096607724,494.9,12681.72,326.03,234.14,0.10226227386773998,231.51999999999998,657.4,2565.35,2.31,65,88,677.83,1947.89
38,Entry-Level,Unemployed,5326,Middle Income,Rural,1597.8,777.32,213.04,1,2276.552327813227,946.77,9445.05,642.48,2095.36,0.06272249268151688,532.6,1064.49,3120.7599999999998,2.42,65,86,1543.85,3059.02
23,Entry-Level,Employed,4177,Middle Income,Suburban,1670.8,415.94,250.62,0,0.0,270.11,12642.29,472.05,1367.59,0.15027756362828132,167.08,1644.78,2504.4399999999996,2.11,65,85,829.28,1413.76
23,Entry-Level,Unemployed,3012,Low Income,Suburban,1204.8,137.66,180.72,0,0.0,409.57,6395.7,415.84,1072.98,0.11682283804016719,150.6,869.71,1673.78,2.06,65,87,609.37,1900.7
39,Entry-Level,Employed,5657,Middle Income,Urban,2828.5,432.18,452.56,2,4316.286072005127,1387.55,13244.17,703.44,1240.32,0.0231249408241474,452.56000000000006,1246.63,4165.8,2.89,65,80,1359.57,3985.41
34,Entry-Level,Employed,2894,Low Income,Urban,1447.0,235.31,231.52,1,2209.4329039676386,247.86,10099.2,399.83,580.34,0.10726873557406956,231.51999999999998,798.55,2145.35,1.96,65,86,563.34,938.98
35,Entry-Level,Employed,4242,Middle Income,Rural,1272.6,928.67,169.68,2,6185.928192054762,1089.77,7759.4,482.36,1388.69,0.08876391170417497,339.36,1023.39,2710.31,2.34,65,78,778.21,2663.79
25,Mid-Career,Unemployed,8397,Middle Income,Urban,4198.5,1308.18,671.76,0,0.0,528.38,28076.7,1230.24,988.32,0.09914532626468822,419.85,876.08,6598.290000000001,3.01,65,83,2256.36,4757.76
32,Entry-Level,Employed,4801,Middle Income,Suburban,1920.4,813.67,288.06,3,1216.9130202909905,397.58,9645.51,560.13,1218.74,0.07853461701631755,384.08000000000004,1020.34,3406.21,2.32,65,87,1133.92,1081.88
23,Entry-Level,Employed,5061,Middle Income,Urban,2530.5,197.27,404.88,0,0.0,536.84,12747.55,509.02,1419.33,0.09866299301723555,202.44000000000003,812.2,3335.09,2.91,65,79,1179.15,3113.16
45,Mid-Career,Employed,7596,Middle Income,Suburban,3038.4,684.41,455.76,2,1698.6867573276102,1649.71,20070.63,1242.3,2175.13,0.048173012404034446,607.6800000000001,1377.68,4786.25,2.2,65,87,1190.95,5867.51
47,Mid-Career,Employed,5239,Middle Income,Rural,1571.7,1018.22,209.56,3,2346.704873622777,1930.92,13068.94,437.46,2002.06,0.08775931167946735,419.12,849.61,3218.6,1.97,65,86,1295.01,2983.21
22,Entry-Level,Employed,3959,Low Income,Suburban,1583.6,650.62,237.54,0,0.0,765.88,10415.91,416.59,1070.65,0.09634788238649124,158.36,1245.62,2630.12,1.7,65,86,808.09,1003.47
23,Mid-Career,Employed,5466,Middle Income,Urban,2733.0,779.67,437.28,1,2384.8571657684015,340.45,16934.0,587.37,928.68,0.08991388789999707,218.64000000000001,859.07,4168.59,3.16,65,85,822.73,3382.41
22,Mid-Career,Unemployed,13540,High Income,Suburban,5416.0,2413.4,812.4,1,3720.4520741548577,226.71,31804.49,2304.05,2594.15,0.1065927425182043,677.0,4660.06,9318.8,1.93,65,88,3179.82,9878.62
27,Entry-Level,Employed,3636,Low Income,Suburban,1454.4,842.79,218.16,1,4082.6425880165566,-0.32,10986.16,567.71,552.94,0.05699308231103679,145.44000000000003,1069.65,2660.79,2.87,65,84,509.21,1589.47
33,Late-Career,Employed,13173,High Income,Urban,6586.5,1830.36,1053.84,0,0.0,1218.19,55496.07,1974.35,1727.95,0.1578780998986385,1053.84,1499.16,10524.54,2.0,65,83,1048.8,6968.11
22,Late-Career,Employed,15923,High Income,Rural,4776.9,2443.68,636.92,0,0.0,1064.32,43619.8,1805.46,6260.04,0.09691697615537201,636.9200000000001,3148.57,8494.42,3.16,65,79,1747.47,8113.08
23,Entry-Level,Unemployed,2152,Low Income,Suburban,860.8,343.52,129.12,0,0.0,237.57,4581.3,362.66,455.9,0.09562466701083432,107.6,417.77,1441.04,3.6,65,81,403.67,1244.78
22,Entry-Level,Employed,2528,Low Income,Rural,758.4,681.56,101.12,1,1228.0585322044462,269.56,4760.92,321.98,664.94,0.07103811369601234,101.12,516.34,1642.1999999999998,1.66,65,87,700.39,1276.3
37,Late-Career,Employed,20000,High Income,Suburban,8000.0,900.64,1200.0,5,-2700.060218634365,7111.48,58589.5,2790.91,7108.45,0.015433151201004393,1600.0,2739.03,11700.64,1.96,65,84,4312.8,15255.29
35,Mid-Career,Employed,5529,Middle Income,Urban,2764.5,1018.23,442.32,3,4089.164801587256,2794.41,19351.78,683.35,620.6,0.06751493763439316,442.32,901.67,4667.37,2.89,65,83,1077.47,4196.25
26,Entry-Level,Unemployed,2453,Low Income,Urban,1226.5,353.87,196.24,1,7108.38768251214,281.6,8196.41,291.93,384.46,0.131077486282961,122.65,321.58,1899.26,2.76,65,86,652.39,1152.11
37,Entry-Level,Unemployed,4036,Middle Income,Urban,2018.0,719.77,322.88,1,3295.641478073054,1401.56,16350.46,464.0,511.35,0.03032388289933353,403.6,726.04,3464.25,2.89,65,82,910.17,3078.03
28,Entry-Level,Employed,4685,Middle Income,Rural,1405.5,548.76,187.4,0,0.0,368.75,8446.85,542.56,2000.78,0.11639196855001815,187.4,1279.6,2329.06,2.21,65,89,1176.87,1466.52
31,Mid-Career,Employed,9656,Middle Income,Suburban,3862.4,1424.76,579.36,1,1714.447234200104,165.53,26080.92,1276.23,2513.25,0.08924372417312171,772.48,2141.28,6639.0,3.49,65,89,2400.63,4235.89
55,Mid-Career,Employed,10488,High Income,Suburban,4195.2,1946.26,629.28,1,2082.246309950006,3267.64,39987.91,1335.58,2381.68,0.060449387980310264,839.04,422.91,7609.78,2.56,65,83,1933.08,6857.71
51,Entry-Level,Unemployed,2743,Low Income,Urban,1371.5,838.39,219.44,1,964.8304455732487,814.74,12186.6,327.43,-13.76,0.04225170932226936,274.3,463.92,2703.63,1.89,65,87,516.83,1573.44
22,Mid-Career,Employed,3234,Low Income,Urban,1617.0,615.76,258.72,1,4720.365276790313,368.35,8623.6,485.72,256.8,0.09292385606398969,129.35999999999999,900.16,2620.8400000000006,2.37,65,83,512.03,1882.8
44,Mid-Career,Employed,12004,High Income,Suburban,4801.6,1291.59,720.24,1,4620.520088750667,3741.06,23163.48,728.22,4462.35,0.03390902200831781,960.3200000000002,1839.31,7773.75,1.9,65,85,2899.42,7409.37
44,Entry-Level,Employed,3177,Low Income,Urban,1588.5,409.24,254.16,0,0.0,1073.73,8135.65,413.64,511.46,0.08569833569750167,254.16,34.38,2506.06,3.3,65,85,440.39,1550.34
